ancestor_concept_code,descendant_concept_code,level_of_separation
N0000000223,N0000175411,6
N0000000223,N0000175624,7
N0000000163,N0000193933,4
N0000000163,N0000175411,5
N0000000163,N0000175624,6
N0000000133,N0000193933,3
N0000000133,N0000175411,4
N0000000133,N0000175624,5
N0000175082,N0000193933,2
N0000175082,N0000175411,3
N0000175082,N0000175624,4
N0000175076,N0000193933,1
N0000175076,N0000175411,2
N0000175076,N0000175624,3
N0000193933,N0000193933,0
N0000193933,N0000175411,1
N0000193933,N0000175624,2
N0000175411,N0000175411,0
N0000175411,N0000175624,1
N0000175624,N0000175624,0
N0000000223,N0000193921,6
N0000000163,N0000193921,5
N0000000133,N0000193921,4
N0000175082,N0000193921,3
N0000175076,N0000193921,2
N0000193933,N0000193921,1
N0000193921,N0000193921,0
N0000000223,N0000193922,6
N0000000163,N0000193922,5
N0000000133,N0000193922,4
N0000175082,N0000193922,3
N0000175076,N0000193922,2
N0000193933,N0000193922,1
N0000193922,N0000193922,0
N0000000223,N0000193945,6
N0000000223,N0000193943,7
N0000000163,N0000193945,5
N0000000163,N0000193943,6
N0000000133,N0000193945,4
N0000000133,N0000193943,5
N0000175082,N0000193945,3
N0000175082,N0000193943,4
N0000175076,N0000193945,2
N0000175076,N0000193943,3
N0000193933,N0000193945,1
N0000193933,N0000193943,2
N0000193945,N0000193945,0
N0000193945,N0000193943,1
N0000193943,N0000193943,0
N0000000223,N0000193944,7
N0000000163,N0000193944,6
N0000000133,N0000193944,5
N0000175082,N0000193944,4
N0000175076,N0000193944,3
N0000193933,N0000193944,2
N0000193945,N0000193944,1
N0000193944,N0000193944,0
N0000000223,N0000193789,5
N0000000163,N0000193789,4
N0000000133,N0000193789,3
N0000175082,N0000193789,2
N0000175076,N0000193789,1
N0000193789,N0000193789,0
N0000000223,N0000193859,5
N0000000163,N0000193859,4
N0000000133,N0000193859,3
N0000175082,N0000193859,2
N0000175076,N0000193859,1
N0000193859,N0000193859,0
N0000000223,N0000193977,5
N0000000163,N0000193977,4
N0000000133,N0000193977,3
N0000175082,N0000193977,2
N0000175076,N0000193977,1
N0000193977,N0000193977,0
N0000000223,N0000020018,3
N0000000223,N0000020019,4
N0000000163,N0000020018,2
N0000000163,N0000020019,3
N0000000133,N0000020018,1
N0000000133,N0000020019,2
N0000020018,N0000020018,0
N0000020018,N0000020019,1
N0000020019,N0000020019,0
N0000000223,N0000020025,3
N0000000163,N0000020025,2
N0000000133,N0000020025,1
N0000020025,N0000020025,0
N0000000223,N0000020027,3
N0000000163,N0000020027,2
N0000000133,N0000020027,1
N0000020027,N0000020027,0
N0000000223,N0000020084,3
N0000000223,N0000020085,4
N0000000163,N0000020084,2
N0000000163,N0000020085,3
N0000000133,N0000020084,1
N0000000133,N0000020085,2
N0000020084,N0000020084,0
N0000020084,N0000020085,1
N0000020085,N0000020085,0
N0000000223,N0000175071,3
N0000000163,N0000175071,2
N0000000133,N0000175071,1
N0000175071,N0000175071,0
N0000000223,N0000175087,3
N0000000163,N0000175087,2
N0000000133,N0000175087,1
N0000175087,N0000175087,0
N0000000223,N0000175361,3
N0000000223,N0000175755,4
N0000000163,N0000175361,2
N0000000163,N0000175755,3
N0000000133,N0000175361,1
N0000000133,N0000175755,2
N0000175361,N0000175361,0
N0000175361,N0000175755,1
N0000175755,N0000175755,0
N0000000223,N0000175436,3
N0000000163,N0000175436,2
N0000000133,N0000175436,1
N0000175436,N0000175436,0
N0000000223,N0000175458,3
N0000000163,N0000175458,2
N0000000133,N0000175458,1
N0000175458,N0000175458,0
N0000000223,N0000175513,3
N0000000163,N0000175513,2
N0000000133,N0000175513,1
N0000175513,N0000175513,0
N0000000223,N0000175635,3
N0000000163,N0000175635,2
N0000000133,N0000175635,1
N0000175635,N0000175635,0
N0000000223,N0000175756,3
N0000000163,N0000175756,2
N0000000133,N0000175756,1
N0000175756,N0000175756,0
N0000000223,N0000175808,3
N0000000163,N0000175808,2
N0000000133,N0000175808,1
N0000175808,N0000175808,0
N0000000223,N0000175844,3
N0000000163,N0000175844,2
N0000000133,N0000175844,1
N0000175844,N0000175844,0
N0000000223,N0000175850,3
N0000000163,N0000175850,2
N0000000133,N0000175850,1
N0000175850,N0000175850,0
N0000000223,N0000175899,3
N0000000163,N0000175899,2
N0000000133,N0000175899,1
N0000175899,N0000175899,0
N0000000223,N0000181000,3
N0000000163,N0000181000,2
N0000000133,N0000181000,1
N0000181000,N0000181000,0
N0000000223,N0000182136,3
N0000000223,N0000182137,4
N0000000163,N0000182136,2
N0000000163,N0000182137,3
N0000000133,N0000182136,1
N0000000133,N0000182137,2
N0000182136,N0000182136,0
N0000182136,N0000182137,1
N0000182137,N0000182137,0
N0000000223,N0000182138,4
N0000000163,N0000182138,3
N0000000133,N0000182138,2
N0000182136,N0000182138,1
N0000182138,N0000182138,0
N0000000223,N0000182139,4
N0000000163,N0000182139,3
N0000000133,N0000182139,2
N0000182136,N0000182139,1
N0000182139,N0000182139,0
N0000000223,N0000182140,4
N0000000163,N0000182140,3
N0000000133,N0000182140,2
N0000182136,N0000182140,1
N0000182140,N0000182140,0
N0000000223,N0000190114,4
N0000000223,N0000182141,5
N0000000163,N0000190114,3
N0000000163,N0000182141,4
N0000000133,N0000190114,2
N0000000133,N0000182141,3
N0000182136,N0000190114,1
N0000182136,N0000182141,2
N0000190114,N0000190114,0
N0000190114,N0000182141,1
N0000182141,N0000182141,0
N0000000223,N0000190115,5
N0000000163,N0000190115,4
N0000000133,N0000190115,3
N0000182136,N0000190115,2
N0000190114,N0000190115,1
N0000190115,N0000190115,0
N0000000223,N0000182632,4
N0000000163,N0000182632,3
N0000000133,N0000182632,2
N0000182136,N0000182632,1
N0000182632,N0000182632,0
N0000000223,N0000185504,4
N0000000163,N0000185504,3
N0000000133,N0000185504,2
N0000182136,N0000185504,1
N0000185504,N0000185504,0
N0000000223,N0000187062,4
N0000000163,N0000187062,3
N0000000133,N0000187062,2
N0000182136,N0000187062,1
N0000187062,N0000187062,0
N0000000223,N0000193936,4
N0000000163,N0000193936,3
N0000000133,N0000193936,2
N0000182136,N0000193936,1
N0000193936,N0000193936,0
N0000000223,N0000193937,4
N0000000163,N0000193937,3
N0000000133,N0000193937,2
N0000182136,N0000193937,1
N0000193937,N0000193937,0
N0000000223,N0000193954,4
N0000000163,N0000193954,3
N0000000133,N0000193954,2
N0000182136,N0000193954,1
N0000193954,N0000193954,0
N0000000223,N0000191269,3
N0000000223,N0000191270,4
N0000000223,N0000191272,5
N0000000163,N0000191269,2
N0000000163,N0000191270,3
N0000000163,N0000191272,4
N0000000133,N0000191269,1
N0000000133,N0000191270,2
N0000000133,N0000191272,3
N0000191269,N0000191269,0
N0000191269,N0000191270,1
N0000191269,N0000191272,2
N0000191270,N0000191270,0
N0000191270,N0000191272,1
N0000191272,N0000191272,0
N0000000223,N0000191275,5
N0000000163,N0000191275,4
N0000000133,N0000191275,3
N0000191269,N0000191275,2
N0000191270,N0000191275,1
N0000191275,N0000191275,0
N0000000223,N0000191276,5
N0000000163,N0000191276,4
N0000000133,N0000191276,3
N0000191269,N0000191276,2
N0000191270,N0000191276,1
N0000191276,N0000191276,0
N0000000223,N0000191277,5
N0000000163,N0000191277,4
N0000000133,N0000191277,3
N0000191269,N0000191277,2
N0000191270,N0000191277,1
N0000191277,N0000191277,0
N0000000223,N0000191278,5
N0000000163,N0000191278,4
N0000000133,N0000191278,3
N0000191269,N0000191278,2
N0000191270,N0000191278,1
N0000191278,N0000191278,0
N0000000223,N0000191271,4
N0000000223,N0000191273,5
N0000000163,N0000191271,3
N0000000163,N0000191273,4
N0000000133,N0000191271,2
N0000000133,N0000191273,3
N0000191269,N0000191271,1
N0000191269,N0000191273,2
N0000191271,N0000191271,0
N0000191271,N0000191273,1
N0000191273,N0000191273,0
N0000000223,N0000191274,5
N0000000163,N0000191274,4
N0000000133,N0000191274,3
N0000191269,N0000191274,2
N0000191271,N0000191274,1
N0000191274,N0000191274,0
N0000000223,N0000191622,3
N0000000163,N0000191622,2
N0000000133,N0000191622,1
N0000191622,N0000191622,0
N0000000223,N0000191868,3
N0000000223,N0000191869,4
N0000000163,N0000191868,2
N0000000163,N0000191869,3
N0000000133,N0000191868,1
N0000000133,N0000191869,2
N0000191868,N0000191868,0
N0000191868,N0000191869,1
N0000191869,N0000191869,0
N0000000223,N0000192345,3
N0000000163,N0000192345,2
N0000000133,N0000192345,1
N0000192345,N0000192345,0
N0000000223,N0000193302,3
N0000000163,N0000193302,2
N0000000133,N0000193302,1
N0000193302,N0000193302,0
N0000000223,N0000193614,3
N0000000163,N0000193614,2
N0000000133,N0000193614,1
N0000193614,N0000193614,0
N0000000223,N0000193851,3
N0000000223,N0000193853,4
N0000000163,N0000193851,2
N0000000163,N0000193853,3
N0000000133,N0000193851,1
N0000000133,N0000193853,2
N0000193851,N0000193851,0
N0000193851,N0000193853,1
N0000193853,N0000193853,0
N0000000223,N0000193914,3
N0000000163,N0000193914,2
N0000000133,N0000193914,1
N0000193914,N0000193914,0
N0000000223,N0000193931,3
N0000000163,N0000193931,2
N0000000133,N0000193931,1
N0000193931,N0000193931,0
N0000000223,N0000193939,3
N0000000163,N0000193939,2
N0000000133,N0000193939,1
N0000193939,N0000193939,0
N0000000223,N0000000208,2
N0000000223,N0000000080,3
N0000000163,N0000000208,1
N0000000163,N0000000080,2
N0000000208,N0000000208,0
N0000000208,N0000000080,1
N0000000080,N0000000080,0
N0000000223,N0000000231,2
N0000000223,N0000000089,3
N0000000223,N0000000241,4
N0000000163,N0000000231,1
N0000000163,N0000000089,2
N0000000163,N0000000241,3
N0000000231,N0000000231,0
N0000000231,N0000000089,1
N0000000231,N0000000241,2
N0000000089,N0000000089,0
N0000000089,N0000000241,1
N0000000241,N0000000241,0
N0000000223,N0000000252,3
N0000000163,N0000000252,2
N0000000231,N0000000252,1
N0000000252,N0000000252,0
N0000000223,N0000009960,3
N0000000223,N0000175636,4
N0000000163,N0000009960,2
N0000000163,N0000175636,3
N0000000231,N0000009960,1
N0000000231,N0000175636,2
N0000009960,N0000009960,0
N0000009960,N0000175636,1
N0000175636,N0000175636,0
N0000000223,N0000184142,3
N0000000223,N0000184143,4
N0000000163,N0000184142,2
N0000000163,N0000184143,3
N0000000231,N0000184142,1
N0000000231,N0000184143,2
N0000184142,N0000184142,0
N0000184142,N0000184143,1
N0000184143,N0000184143,0
N0000000223,N0000185498,3
N0000000223,N0000185499,4
N0000000163,N0000185498,2
N0000000163,N0000185499,3
N0000000231,N0000185498,1
N0000000231,N0000185499,2
N0000185498,N0000185498,0
N0000185498,N0000185499,1
N0000185499,N0000185499,0
N0000000223,N0000190484,4
N0000000163,N0000190484,3
N0000000231,N0000190484,2
N0000185498,N0000190484,1
N0000190484,N0000190484,0
N0000000223,N0000190481,3
N0000000223,N0000190482,4
N0000000163,N0000190481,2
N0000000163,N0000190482,3
N0000000231,N0000190481,1
N0000000231,N0000190482,2
N0000190481,N0000190481,0
N0000190481,N0000190482,1
N0000190482,N0000190482,0
N0000000223,N0000193928,3
N0000000223,N0000193925,4
N0000000223,N0000193916,5
N0000000163,N0000193928,2
N0000000163,N0000193925,3
N0000000163,N0000193916,4
N0000000231,N0000193928,1
N0000000231,N0000193925,2
N0000000231,N0000193916,3
N0000193928,N0000193928,0
N0000193928,N0000193925,1
N0000193928,N0000193916,2
N0000193925,N0000193925,0
N0000193925,N0000193916,1
N0000193916,N0000193916,0
N0000000223,N0000190116,2
N0000000163,N0000190116,1
N0000000163,N0000185505,2
N0000000163,N0000190118,3
N0000000163,N0000185506,4
N0000190116,N0000190116,0
N0000190116,N0000185505,1
N0000190116,N0000190118,2
N0000190116,N0000185506,3
N0000000163,N0000191268,4
N0000190116,N0000191268,3
N0000000163,N0000185507,3
N0000190116,N0000185507,2
N0000000163,N0000185607,3
N0000190116,N0000185607,2
N0000000163,N0000187063,3
N0000190116,N0000187063,2
N0000000163,N0000187064,3
N0000190116,N0000187064,2
N0000000163,N0000191624,3
N0000000163,N0000191266,4
N0000190116,N0000191624,2
N0000190116,N0000191266,3
N0000000163,N0000191267,3
N0000190116,N0000191267,2
N0000000163,N0000193955,3
N0000190116,N0000193955,2
N0000000163,N0000190117,2
N0000190116,N0000190117,1
N0000000223,N0000000254,1
N0000000223,N0000000082,2
N0000000223,N0000000192,3
N0000000223,N0000000086,4
N0000000254,N0000000254,0
N0000000254,N0000000082,1
N0000000254,N0000000192,2
N0000000254,N0000000086,3
N0000000082,N0000000082,0
N0000000082,N0000000192,1
N0000000082,N0000000086,2
N0000000192,N0000000192,0
N0000000192,N0000000086,1
N0000000086,N0000000086,0
N0000000223,N0000175441,4
N0000000254,N0000175441,3
N0000000082,N0000175441,2
N0000000192,N0000175441,1
N0000175441,N0000175441,0
N0000000223,N0000175974,4
N0000000254,N0000175974,3
N0000000082,N0000175974,2
N0000000192,N0000175974,1
N0000175974,N0000175974,0
N0000000223,N0000000247,3
N0000000223,N0000000135,4
N0000000254,N0000000247,2
N0000000254,N0000000135,3
N0000000082,N0000000247,1
N0000000082,N0000000135,2
N0000000247,N0000000247,0
N0000000247,N0000000135,1
N0000000135,N0000000135,0
N0000000223,N0000000157,4
N0000000254,N0000000157,3
N0000000082,N0000000157,2
N0000000247,N0000000157,1
N0000000157,N0000000157,0
N0000000223,N0000191004,4
N0000000254,N0000191004,3
N0000000082,N0000191004,2
N0000000247,N0000191004,1
N0000191004,N0000191004,0
N0000000223,N0000191494,4
N0000000254,N0000191494,3
N0000000082,N0000191494,2
N0000000247,N0000191494,1
N0000191494,N0000191494,0
N0000000223,N0000191871,4
N0000000254,N0000191871,3
N0000000082,N0000191871,2
N0000000247,N0000191871,1
N0000191871,N0000191871,0
N0000000223,N0000192796,4
N0000000254,N0000192796,3
N0000000082,N0000192796,2
N0000000247,N0000192796,1
N0000192796,N0000192796,0
N0000000223,N0000192798,4
N0000000254,N0000192798,3
N0000000082,N0000192798,2
N0000000247,N0000192798,1
N0000192798,N0000192798,0
N0000000223,N0000193337,4
N0000000254,N0000193337,3
N0000000082,N0000193337,2
N0000000247,N0000193337,1
N0000193337,N0000193337,0
N0000000223,N0000193542,4
N0000000254,N0000193542,3
N0000000082,N0000193542,2
N0000000247,N0000193542,1
N0000193542,N0000193542,0
N0000000223,N0000193544,4
N0000000254,N0000193544,3
N0000000082,N0000193544,2
N0000000247,N0000193544,1
N0000193544,N0000193544,0
N0000000223,N0000010226,3
N0000000223,N0000009949,4
N0000000223,N0000175077,5
N0000000254,N0000010226,2
N0000000254,N0000009949,3
N0000000254,N0000175077,4
N0000000082,N0000010226,1
N0000000082,N0000009949,2
N0000000082,N0000175077,3
N0000010226,N0000010226,0
N0000010226,N0000009949,1
N0000010226,N0000175077,2
N0000000223,N0000175617,5
N0000000254,N0000175617,4
N0000000082,N0000175617,3
N0000010226,N0000175617,2
N0000000223,N0000175621,5
N0000000254,N0000175621,4
N0000000082,N0000175621,3
N0000010226,N0000175621,2
N0000000223,N0000175856,5
N0000000254,N0000175856,4
N0000000082,N0000175856,3
N0000010226,N0000175856,2
N0000000223,N0000191005,5
N0000000254,N0000191005,4
N0000000082,N0000191005,3
N0000010226,N0000191005,2
N0000000223,N0000191259,5
N0000000254,N0000191259,4
N0000000082,N0000191259,3
N0000010226,N0000191259,2
N0000000223,N0000193339,5
N0000000254,N0000193339,4
N0000000082,N0000193339,3
N0000010226,N0000193339,2
N0000000223,N0000193802,5
N0000000254,N0000193802,4
N0000000082,N0000193802,3
N0000010226,N0000193802,2
N0000000223,N0000193855,5
N0000000254,N0000193855,4
N0000000082,N0000193855,3
N0000010226,N0000193855,2
N0000000223,N0000191502,4
N0000000223,N0000020023,5
N0000000223,N0000175077,6
N0000000254,N0000191502,3
N0000000254,N0000020023,4
N0000000254,N0000175077,5
N0000000082,N0000191502,2
N0000000082,N0000020023,3
N0000000082,N0000175077,4
N0000010226,N0000191502,1
N0000010226,N0000020023,2
N0000010226,N0000175077,3
N0000191502,N0000191502,0
N0000191502,N0000020023,1
N0000191502,N0000175077,2
N0000020023,N0000020023,0
N0000020023,N0000175077,1
N0000000223,N0000175078,6
N0000000254,N0000175078,5
N0000000082,N0000175078,4
N0000010226,N0000175078,3
N0000191502,N0000175078,2
N0000020023,N0000175078,1
N0000175078,N0000175078,0
N0000000223,N0000175079,6
N0000000254,N0000175079,5
N0000000082,N0000175079,4
N0000010226,N0000175079,3
N0000191502,N0000175079,2
N0000020023,N0000175079,1
N0000175079,N0000175079,0
N0000000223,N0000175617,6
N0000000254,N0000175617,5
N0000000082,N0000175617,4
N0000010226,N0000175617,3
N0000191502,N0000175617,2
N0000020023,N0000175617,1
N0000000223,N0000175856,6
N0000000254,N0000175856,5
N0000000082,N0000175856,4
N0000010226,N0000175856,3
N0000191502,N0000175856,2
N0000020023,N0000175856,1
N0000000223,N0000175857,6
N0000000254,N0000175857,5
N0000000082,N0000175857,4
N0000010226,N0000175857,3
N0000191502,N0000175857,2
N0000020023,N0000175857,1
N0000175857,N0000175857,0
N0000000223,N0000182150,6
N0000000254,N0000182150,5
N0000000082,N0000182150,4
N0000010226,N0000182150,3
N0000191502,N0000182150,2
N0000020023,N0000182150,1
N0000182150,N0000182150,0
N0000000223,N0000182151,6
N0000000254,N0000182151,5
N0000000082,N0000182151,4
N0000010226,N0000182151,3
N0000191502,N0000182151,2
N0000020023,N0000182151,1
N0000182151,N0000182151,0
N0000000223,N0000182634,6
N0000000254,N0000182634,5
N0000000082,N0000182634,4
N0000010226,N0000182634,3
N0000191502,N0000182634,2
N0000020023,N0000182634,1
N0000182634,N0000182634,0
N0000000223,N0000182966,6
N0000000254,N0000182966,5
N0000000082,N0000182966,4
N0000010226,N0000182966,3
N0000191502,N0000182966,2
N0000020023,N0000182966,1
N0000182966,N0000182966,0
N0000000223,N0000191259,6
N0000000254,N0000191259,5
N0000000082,N0000191259,4
N0000010226,N0000191259,3
N0000191502,N0000191259,2
N0000020023,N0000191259,1
N0000000223,N0000191422,6
N0000000254,N0000191422,5
N0000000082,N0000191422,4
N0000010226,N0000191422,3
N0000191502,N0000191422,2
N0000020023,N0000191422,1
N0000191422,N0000191422,0
N0000000223,N0000192335,6
N0000000254,N0000192335,5
N0000000082,N0000192335,4
N0000010226,N0000192335,3
N0000191502,N0000192335,2
N0000020023,N0000192335,1
N0000192335,N0000192335,0
N0000000223,N0000192337,6
N0000000254,N0000192337,5
N0000000082,N0000192337,4
N0000010226,N0000192337,3
N0000191502,N0000192337,2
N0000020023,N0000192337,1
N0000192337,N0000192337,0
N0000000223,N0000193336,6
N0000000254,N0000193336,5
N0000000082,N0000193336,4
N0000010226,N0000193336,3
N0000191502,N0000193336,2
N0000020023,N0000193336,1
N0000193336,N0000193336,0
N0000000223,N0000193616,6
N0000000254,N0000193616,5
N0000000082,N0000193616,4
N0000010226,N0000193616,3
N0000191502,N0000193616,2
N0000020023,N0000193616,1
N0000193616,N0000193616,0
N0000000223,N0000193805,6
N0000000254,N0000193805,5
N0000000082,N0000193805,4
N0000010226,N0000193805,3
N0000191502,N0000193805,2
N0000020023,N0000193805,1
N0000193805,N0000193805,0
N0000000223,N0000191498,5
N0000000223,N0000191499,6
N0000000254,N0000191498,4
N0000000254,N0000191499,5
N0000000082,N0000191498,3
N0000000082,N0000191499,4
N0000010226,N0000191498,2
N0000010226,N0000191499,3
N0000191502,N0000191498,1
N0000191502,N0000191499,2
N0000191498,N0000191498,0
N0000191498,N0000191499,1
N0000191499,N0000191499,0
N0000000223,N0000175985,4
N0000000223,N0000175792,5
N0000000254,N0000175985,3
N0000000254,N0000175792,4
N0000000082,N0000175985,2
N0000000082,N0000175792,3
N0000010226,N0000175985,1
N0000010226,N0000175792,2
N0000175985,N0000175985,0
N0000175985,N0000175792,1
N0000175792,N0000175792,0
N0000000223,N0000191501,4
N0000000223,N0000191002,5
N0000000223,N0000178291,6
N0000000254,N0000191501,3
N0000000254,N0000191002,4
N0000000254,N0000178291,5
N0000000082,N0000191501,2
N0000000082,N0000191002,3
N0000000082,N0000178291,4
N0000010226,N0000191501,1
N0000010226,N0000191002,2
N0000010226,N0000178291,3
N0000191501,N0000191501,0
N0000191501,N0000191002,1
N0000191501,N0000178291,2
N0000191002,N0000191002,0
N0000191002,N0000178291,1
N0000178291,N0000178291,0
N0000000223,N0000182636,6
N0000000254,N0000182636,5
N0000000082,N0000182636,4
N0000010226,N0000182636,3
N0000191501,N0000182636,2
N0000191002,N0000182636,1
N0000182636,N0000182636,0
N0000000223,N0000191003,6
N0000000254,N0000191003,5
N0000000082,N0000191003,4
N0000010226,N0000191003,3
N0000191501,N0000191003,2
N0000191002,N0000191003,1
N0000191003,N0000191003,0
N0000000223,N0000191496,6
N0000000254,N0000191496,5
N0000000082,N0000191496,4
N0000010226,N0000191496,3
N0000191501,N0000191496,2
N0000191002,N0000191496,1
N0000191496,N0000191496,0
N0000000223,N0000184008,4
N0000000223,N0000184009,5
N0000000254,N0000184008,3
N0000000254,N0000184009,4
N0000000082,N0000184008,2
N0000000082,N0000184009,3
N0000010226,N0000184008,1
N0000010226,N0000184009,2
N0000184008,N0000184008,0
N0000184008,N0000184009,1
N0000184009,N0000184009,0
N0000000223,N0000184010,5
N0000000254,N0000184010,4
N0000000082,N0000184010,3
N0000010226,N0000184010,2
N0000184008,N0000184010,1
N0000184010,N0000184010,0
N0000000223,N0000184011,5
N0000000223,N0000184141,6
N0000000254,N0000184011,4
N0000000254,N0000184141,5
N0000000082,N0000184011,3
N0000000082,N0000184141,4
N0000010226,N0000184011,2
N0000010226,N0000184141,3
N0000184008,N0000184011,1
N0000184008,N0000184141,2
N0000184011,N0000184011,0
N0000184011,N0000184141,1
N0000184141,N0000184141,0
N0000000223,N0000192702,6
N0000000254,N0000192702,5
N0000000082,N0000192702,4
N0000010226,N0000192702,3
N0000184008,N0000192702,2
N0000184011,N0000192702,1
N0000192702,N0000192702,0
N0000000223,N0000184012,5
N0000000254,N0000184012,4
N0000000082,N0000184012,3
N0000010226,N0000184012,2
N0000184008,N0000184012,1
N0000184012,N0000184012,0
N0000000223,N0000193950,4
N0000000254,N0000193950,3
N0000000082,N0000193950,2
N0000010226,N0000193950,1
N0000193950,N0000193950,0
N0000000223,N0000009958,2
N0000000254,N0000009958,1
N0000009958,N0000009958,0
N0000000223,N0000010255,2
N0000000223,N0000010256,3
N0000000223,N0000010260,4
N0000000254,N0000010255,1
N0000000254,N0000010256,2
N0000000254,N0000010260,3
N0000010255,N0000010255,0
N0000010255,N0000010256,1
N0000010255,N0000010260,2
N0000010256,N0000010256,0
N0000010256,N0000010260,1
N0000010260,N0000010260,0
N0000000223,N0000020089,2
N0000000223,N0000175614,3
N0000000223,N0000175615,4
N0000000223,N0000181002,5
N0000000223,N0000193807,6
N0000000254,N0000020089,1
N0000000254,N0000175614,2
N0000000254,N0000175615,3
N0000000254,N0000181002,4
N0000000254,N0000193807,5
N0000020089,N0000020089,0
N0000020089,N0000175614,1
N0000020089,N0000175615,2
N0000020089,N0000181002,3
N0000020089,N0000193807,4
N0000175614,N0000175614,0
N0000175614,N0000175615,1
N0000175614,N0000181002,2
N0000175614,N0000193807,3
N0000175615,N0000175615,0
N0000175615,N0000181002,1
N0000175615,N0000193807,2
N0000181002,N0000181002,0
N0000181002,N0000193807,1
N0000193807,N0000193807,0
N0000000223,N0000193861,3
N0000000223,N0000193860,4
N0000000254,N0000193861,2
N0000000254,N0000193860,3
N0000020089,N0000193861,1
N0000020089,N0000193860,2
N0000193861,N0000193861,0
N0000193861,N0000193860,1
N0000193860,N0000193860,0
N0000000223,N0000000142,1
N0000000223,N0000000178,2
N0000000142,N0000000142,0
N0000000142,N0000000178,1
N0000000178,N0000000178,0
N0000000223,N0000000228,2
N0000000142,N0000000228,1
N0000000228,N0000000228,0
N0000000223,N0000009915,1
N0000009915,N0000009915,0
N0000000223,N0000193793,1
N0000000223,N0000193791,2
N0000000223,N0000193792,3
N0000193793,N0000193793,0
N0000193793,N0000193791,1
N0000193793,N0000193792,2
N0000193791,N0000193791,0
N0000193791,N0000193792,1
N0000193792,N0000193792,0
N0000000223,N0000193795,3
N0000000223,N0000193972,4
N0000193793,N0000193795,2
N0000193793,N0000193972,3
N0000193791,N0000193795,1
N0000193791,N0000193972,2
N0000193795,N0000193795,0
N0000193795,N0000193972,1
N0000193972,N0000193972,0
N0000000223,N0000193794,2
N0000193793,N0000193794,1
N0000193794,N0000193794,0
N0000000223,N0000193796,2
N0000193793,N0000193796,1
N0000193796,N0000193796,0
