concept_code,concept_name,class_type,concept_class_id,standard_concept
D011552,Pseudomonas Infections,DISEASE,Leaf,C
D011553,Pseudomyxoma Peritonei,DISEASE,Leaf,C
D011555,Pseudopregnancy,DISEASE,Leaf,C
D011556,Pseudopseudohypoparathyroidism,DISEASE,Leaf,C
D011557,Pseudorabies,DISEASE,Leaf,C
D011559,Pseudotumor Cerebri,DISEASE,Leaf,C
D011561,Pseudoxanthoma Elasticum,DISEASE,Leaf,C
D011565,Psoriasis,DISEASE,SubClass,C
D011593,"Psychology, Social",DISEASE,SubClass,C
D011595,Psychomotor Agitation,DISEASE,SubClass,C
D011596,Psychomotor Disorders,DISEASE,SubClass,C
D011602,Psychophysiologic Disorders,DISEASE,Leaf,C
D011604,"Psychoses, Alcoholic",DISEASE,Leaf,C
D011605,"Psychoses, Substance-Induced",DISEASE,SubClass,C
D011606,Psychosexual Development,DISEASE,SubClass,C
D011610,Psychosocial Deprivation,DISEASE,Leaf,C
D011618,Psychotic Disorders,DISEASE,SubClass,C
D011625,Pterygium,DISEASE,Leaf,C
D011627,Puberty,DISEASE,SubClass,C
D011628,"Puberty, Delayed",DISEASE,Leaf,C
D011629,"Puberty, Precocious",DISEASE,Leaf,C
D011644,Puerperal Disorders,DISEASE,SubClass,C
D011645,Puerperal Infection,DISEASE,Leaf,C
D011648,"Pulmonary Adenomatosis, Ovine",DISEASE,Leaf,C
D011649,Pulmonary Alveolar Proteinosis,DISEASE,Leaf,C
D011654,Pulmonary Edema,DISEASE,Leaf,C
D011655,Pulmonary Embolism,DISEASE,SubClass,C
D011656,Pulmonary Emphysema,DISEASE,Leaf,C
D011657,Pulmonary Eosinophilia,DISEASE,Leaf,C
D011658,Pulmonary Fibrosis,DISEASE,SubClass,C
D011660,Pulmonary Heart Disease,DISEASE,Leaf,C
D011662,Pulmonary Subvalvular Stenosis,DISEASE,Leaf,C
D011665,Pulmonary Valve Insufficiency,DISEASE,Leaf,C
D011666,Pulmonary Valve Stenosis,DISEASE,SubClass,C
D011668,Pulmonary Veno-Occlusive Disease,DISEASE,Leaf,C
D011671,Pulpitis,DISEASE,Leaf,C
D011681,Pupil Disorders,DISEASE,SubClass,C
D011686,"Purine-Pyrimidine Metabolism, Inborn Errors",DISEASE,SubClass,C
D011693,Purpura,DISEASE,SubClass,C
D011694,"Purpura, Hyperglobulinemic",DISEASE,Leaf,C
D011695,IgA Vasculitis,DISEASE,Leaf,C
D011696,"Purpura, Thrombocytopenic",DISEASE,SubClass,C
D011697,"Purpura, Thrombotic Thrombocytopenic",DISEASE,Leaf,C
D011702,Pyelitis,DISEASE,SubClass,C
D011704,Pyelonephritis,DISEASE,SubClass,C
D011705,"Pyelonephritis, Xanthogranulomatous",DISEASE,Leaf,C
D011707,Pyloric Stenosis,DISEASE,SubClass,C
D011711,Pyoderma,DISEASE,SubClass,C
D011776,Pyuria,DISEASE,Leaf,C
D011778,Q Fever,DISEASE,Leaf,C
D011782,Quadriplegia,DISEASE,SubClass,C
D011818,Rabies,DISEASE,Leaf,C
D011828,Radiation Chimera,DISEASE,Leaf,C
D011832,Radiation Injuries,DISEASE,SubClass,C
D011833,"Radiation Injuries, Experimental",DISEASE,Leaf,C
D011842,Radicular Cyst,DISEASE,Leaf,C
D011843,Radiculopathy,DISEASE,Leaf,C
D011855,Radiodermatitis,DISEASE,Leaf,C
D011885,Radius Fractures,DISEASE,SubClass,C
D011889,Rage,DISEASE,SubClass,C
D011900,Ranula,DISEASE,Leaf,C
D011906,Rat-Bite Fever,DISEASE,Leaf,C
D011908,Rationalization,DISEASE,Leaf,C
D011928,Raynaud Disease,DISEASE,SubClass,C
D011931,Reactive Inhibition,DISEASE,Leaf,C
D011936,Reality Testing,DISEASE,Leaf,C
D012001,Hyperacusis,DISEASE,Leaf,C
D012002,Rectal Diseases,DISEASE,SubClass,C
D012003,Rectal Fistula,DISEASE,SubClass,C
D012004,Rectal Neoplasms,DISEASE,SubClass,C
D012005,Rectal Prolapse,DISEASE,Leaf,C
D012006,Rectovaginal Fistula,DISEASE,Leaf,C
D012008,Recurrence,DISEASE,SubClass,C
D012010,"Red-Cell Aplasia, Pure",DISEASE,SubClass,C
D012019,Reflex Sympathetic Dystrophy,DISEASE,Leaf,C
D012021,"Reflex, Abnormal",DISEASE,Leaf,C
D012030,Refractive Errors,DISEASE,SubClass,C
D012035,Refsum Disease,DISEASE,Leaf,C
D012043,"Regression, Psychology",DISEASE,Leaf,C
D012059,"Rejection, Psychology",DISEASE,Leaf,C
D012061,Relapsing Fever,DISEASE,Leaf,C
D012075,"Remission, Spontaneous",DISEASE,Leaf,C
D012078,Renal Artery Obstruction,DISEASE,Leaf,C
D012080,Chronic Kidney Disease-Mineral and Bone Disorder,DISEASE,Leaf,C
D012088,Reoviridae Infections,DISEASE,SubClass,C
D012090,Cumulative Trauma Disorders,DISEASE,SubClass,C
D012094,"Repression, Psychology",DISEASE,SubClass,C
D012095,Repression-Sensitization,DISEASE,Leaf,C
D012098,Reproduction,DISEASE,SubClass,C
D012100,"Reproduction, Asexual",DISEASE,SubClass,C
D012120,Respiration Disorders,DISEASE,SubClass,C
D012127,"Respiratory Distress Syndrome, Newborn",DISEASE,SubClass,C
D012128,Respiratory Distress Syndrome,DISEASE,SubClass,C
D012130,Respiratory Hypersensitivity,DISEASE,SubClass,C
D012131,Respiratory Insufficiency,DISEASE,SubClass,C
D012133,Respiratory Paralysis,DISEASE,Leaf,C
D012135,Respiratory Sounds,DISEASE,SubClass,C
D012140,Respiratory Tract Diseases,DISEASE,SubClass,C
D012141,Respiratory Tract Infections,DISEASE,SubClass,C
D012142,Respiratory Tract Neoplasms,DISEASE,SubClass,C
D012148,Restless Legs Syndrome,DISEASE,Leaf,C
D012162,Retinal Degeneration,DISEASE,SubClass,C
D012163,Retinal Detachment,DISEASE,Leaf,C
D012164,Retinal Diseases,DISEASE,SubClass,C
D012166,Retinal Hemorrhage,DISEASE,Leaf,C
D012167,Retinal Perforations,DISEASE,Leaf,C
D012170,Retinal Vein Occlusion,DISEASE,Leaf,C
D012173,Retinitis,DISEASE,SubClass,C
D012174,Retinitis Pigmentosa,DISEASE,SubClass,C
D012175,Retinoblastoma,DISEASE,Leaf,C
D012178,Retinopathy of Prematurity,DISEASE,Leaf,C
D012181,Retrocochlear Diseases,DISEASE,SubClass,C
D012183,Retrograde Degeneration,DISEASE,Leaf,C
D012185,Retroperitoneal Fibrosis,DISEASE,Leaf,C
D012186,Retroperitoneal Neoplasms,DISEASE,Leaf,C
D012188,Retropneumoperitoneum,DISEASE,Leaf,C
D012192,Retroviridae Infections,DISEASE,SubClass,C
D012202,Reye Syndrome,DISEASE,Leaf,C
D012203,Rh Isoimmunization,DISEASE,Leaf,C
D012206,Rhabdomyolysis,DISEASE,SubClass,C
D012207,Rhabdomyoma,DISEASE,Leaf,C
D012208,Rhabdomyosarcoma,DISEASE,SubClass,C
D012213,Rheumatic Fever,DISEASE,SubClass,C
D012214,Rheumatic Heart Disease,DISEASE,Leaf,C
D012215,Rheumatic Nodule,DISEASE,Leaf,C
D012216,Rheumatic Diseases,DISEASE,SubClass,C
D012218,Rheumatoid Nodule,DISEASE,Leaf,C
D012220,Rhinitis,DISEASE,SubClass,C
D012221,"Rhinitis, Allergic, Perennial",DISEASE,Leaf,C
D012222,"Rhinitis, Atrophic",DISEASE,Leaf,C
D012223,"Rhinitis, Vasomotor",DISEASE,Leaf,C
D012224,Rhinophyma,DISEASE,Leaf,C
D012226,Rhinoscleroma,DISEASE,Leaf,C
D012227,Rhinosporidiosis,DISEASE,Leaf,C
D012253,Rib Fractures,DISEASE,Leaf,C
D012257,Riboflavin Deficiency,DISEASE,Leaf,C
D012279,Rickets,DISEASE,SubClass,C
D012282,Rickettsia Infections,DISEASE,SubClass,C
D012288,Rickettsiaceae Infections,DISEASE,SubClass,C
D012295,Rift Valley Fever,DISEASE,Leaf,C
D012298,Rigor Mortis,DISEASE,Leaf,C
D012301,Rinderpest,DISEASE,Leaf,C
D012303,Ring Chromosomes,DISEASE,Leaf,C
D012309,Risk-Taking,DISEASE,SubClass,C
D012327,RNA Virus Infections,DISEASE,SubClass,C
D012373,Rocky Mountain Spotted Fever,DISEASE,Leaf,C
D012376,Rodent Diseases,DISEASE,SubClass,C
D012380,Role,DISEASE,SubClass,C
D012391,Root Resorption,DISEASE,Leaf,C
D012393,Rosacea,DISEASE,SubClass,C
D012400,Rotavirus Infections,DISEASE,Leaf,C
D012409,Rubella,DISEASE,SubClass,C
D012410,"Rubella Syndrome, Congenital",DISEASE,Leaf,C
D012415,Rubinstein-Taybi Syndrome,DISEASE,Leaf,C
D012421,Rupture,DISEASE,SubClass,C
D012422,"Rupture, Spontaneous",DISEASE,Leaf,C
D012448,Sadism,DISEASE,Leaf,C
D012465,Salivary Duct Calculi,DISEASE,Leaf,C
D012466,Salivary Gland Diseases,DISEASE,SubClass,C
D012467,Salivary Gland Fistula,DISEASE,Leaf,C
D012468,Salivary Gland Neoplasms,DISEASE,SubClass,C
D012478,Salmonella Food Poisoning,DISEASE,Leaf,C
D012480,Salmonella Infections,DISEASE,SubClass,C
D012481,"Salmonella Infections, Animal",DISEASE,Leaf,C
D012488,Salpingitis,DISEASE,Leaf,C
D012497,Sandhoff Disease,DISEASE,Leaf,C
D012507,Sarcoidosis,DISEASE,SubClass,C
D012509,Sarcoma,DISEASE,SubClass,C
D012510,Sarcoma 180,DISEASE,Leaf,C
D012511,Sarcoma 37,DISEASE,Leaf,C
D012512,"Sarcoma, Ewing",DISEASE,Leaf,C
D012513,"Sarcoma, Experimental",DISEASE,SubClass,C
D012514,"Sarcoma, Kaposi",DISEASE,Leaf,C
D012515,Mast-Cell Sarcoma,DISEASE,Leaf,C
D012516,Osteosarcoma,DISEASE,SubClass,C
D012517,"Sarcoma, Yoshida",DISEASE,Leaf,C
D012523,Sarcocystosis,DISEASE,Leaf,C
D012532,Scabies,DISEASE,Leaf,C
D012536,Scalp Dermatoses,DISEASE,SubClass,C
D012539,Scapegoating,DISEASE,Leaf,C
D012541,Scarlet Fever,DISEASE,Leaf,C
D012544,Scheuermann Disease,DISEASE,Leaf,C
D012552,Schistosomiasis,DISEASE,SubClass,C
D012553,Schistosomiasis haematobia,DISEASE,Leaf,C
D012554,Schistosomiasis japonica,DISEASE,Leaf,C
D012555,Schistosomiasis mansoni,DISEASE,Leaf,C
D012557,Schizoid Personality Disorder,DISEASE,Leaf,C
D012559,Schizophrenia,DISEASE,SubClass,C
D012560,"Schizophrenia, Catatonic",DISEASE,Leaf,C
D012561,"Schizophrenia, Childhood",DISEASE,Leaf,C
D012562,"Schizophrenia, Disorganized",DISEASE,Leaf,C
D012563,"Schizophrenia, Paranoid",DISEASE,Leaf,C
D012564,Schizophrenic Language,DISEASE,Leaf,C
D012569,Schizotypal Personality Disorder,DISEASE,Leaf,C
D012585,Sciatica,DISEASE,Leaf,C
D012587,Scimitar Syndrome,DISEASE,Leaf,C
D012592,Scleredema Adultorum,DISEASE,Leaf,C
D012593,Sclerema Neonatorum,DISEASE,Leaf,C
D012594,"Scleroderma, Localized",DISEASE,Leaf,C
D012595,"Scleroderma, Systemic",DISEASE,SubClass,C
D012598,Sclerosis,DISEASE,Leaf,C
D012600,Scoliosis,DISEASE,Leaf,C
D012607,Scotoma,DISEASE,Leaf,C
D012608,Scrapie,DISEASE,Leaf,C
D012610,Screw Worm Infection,DISEASE,Leaf,C
D012612,Scrub Typhus,DISEASE,Leaf,C
D012614,Scurvy,DISEASE,Leaf,C
D012618,Sea-Blue Histiocyte Syndrome,DISEASE,Leaf,C
D012625,Sebaceous Gland Diseases,DISEASE,SubClass,C
D012626,Sebaceous Gland Neoplasms,DISEASE,SubClass,C
D012628,"Dermatitis, Seborrheic",DISEASE,Leaf,C
D012640,Seizures,DISEASE,SubClass,C
D012647,Self-Assessment,DISEASE,Leaf,C
D012649,Self Concept,DISEASE,SubClass,C
D012650,Self Disclosure,DISEASE,Leaf,C
D012652,Self Mutilation,DISEASE,Leaf,C
D012653,Self Stimulation,DISEASE,Leaf,C
D012678,Sensation Disorders,DISEASE,SubClass,C
D012681,Sensitivity Training Groups,DISEASE,Leaf,C
D012700,Serositis,DISEASE,Leaf,C
D012707,Sertoli Cell Tumor,DISEASE,Leaf,C
D012712,Serum Globulins,CHEM,SubClass,C
D012713,Serum Sickness,DISEASE,Leaf,C
D012719,Setariasis,DISEASE,Leaf,C
D012723,Sex,DISEASE,Leaf,C
D012725,Sexual Behavior,DISEASE,SubClass,C
D012726,"Sexual Behavior, Animal",DISEASE,SubClass,C
D012727,Sex Characteristics,DISEASE,Leaf,C
D012729,Sex Chromosome Aberrations,DISEASE,SubClass,C
D012733,Sex Differentiation,DISEASE,Leaf,C
D012734,Disorders of Sex Development,DISEASE,SubClass,C
D012741,Sexual Maturation,DISEASE,Leaf,C
D012746,Sexual Abstinence,DISEASE,Leaf,C
D012749,Sexually Transmitted Diseases,DISEASE,SubClass,C
D012751,Sezary Syndrome,DISEASE,Leaf,C
D012752,Shame,DISEASE,SubClass,C
D012753,Shared Paranoid Disorder,DISEASE,Leaf,C
D012757,Sheep Diseases,DISEASE,SubClass,C
D012766,"Pasteurellosis, Pneumonic",DISEASE,Leaf,C
D012769,Shock,DISEASE,SubClass,C
D012770,"Shock, Cardiogenic",DISEASE,Leaf,C
D012771,"Shock, Hemorrhagic",DISEASE,Leaf,C
D012772,"Shock, Septic",DISEASE,Leaf,C
D012773,"Shock, Surgical",DISEASE,Leaf,C
D012774,"Shock, Traumatic",DISEASE,SubClass,C
D012778,Short Bowel Syndrome,DISEASE,Leaf,C
D012779,Short Rib-Polydactyly Syndrome,DISEASE,Leaf,C
D012783,Shoulder Dislocation,DISEASE,Leaf,C
D012784,Shoulder Fractures,DISEASE,SubClass,C
D012790,Shwartzman Phenomenon,DISEASE,Leaf,C
D012791,Shy-Drager Syndrome,DISEASE,Leaf,C
D012792,Shyness,DISEASE,Leaf,C
D012793,Sialadenitis,DISEASE,SubClass,C
D012797,"Sialometaplasia, Necrotizing",DISEASE,Leaf,C
D012798,Sialorrhea,DISEASE,Leaf,C
D012801,Sibling Relations,DISEASE,Leaf,C
D012803,Sick Role,DISEASE,Leaf,C
D012804,Sick Sinus Syndrome,DISEASE,Leaf,C
D012805,Sickle Cell Trait,DISEASE,Leaf,C
D012806,Siderosis,DISEASE,Leaf,C
D012810,Sigmoid Diseases,DISEASE,SubClass,C
D012811,Sigmoid Neoplasms,DISEASE,Leaf,C
D012813,Sign Language,DISEASE,Leaf,C
D012816,Signs and Symptoms,DISEASE,SubClass,C
D012817,"Signs and Symptoms, Digestive",DISEASE,SubClass,C
D012818,"Signs and Symptoms, Respiratory",DISEASE,SubClass,C
D012829,Silicosis,DISEASE,SubClass,C
D012830,Silicotuberculosis,DISEASE,Leaf,C
D012832,Silo Filler's Disease,DISEASE,Leaf,C
D012847,Single Person,DISEASE,SubClass,C
D012848,Sinoatrial Block,DISEASE,Leaf,C
D012851,"Sinus Thrombosis, Intracranial",DISEASE,SubClass,C
D012852,Sinusitis,DISEASE,SubClass,C
D012857,Situs Inversus,DISEASE,SubClass,C
D012859,Sjogren's Syndrome,DISEASE,Leaf,C
D012868,Skin Abnormalities,DISEASE,SubClass,C
D012871,Skin Diseases,DISEASE,SubClass,C
D012872,"Skin Diseases, Vesiculobullous",DISEASE,SubClass,C
D012873,"Skin Diseases, Genetic",DISEASE,SubClass,C
D012874,"Skin Diseases, Infectious",DISEASE,SubClass,C
D012875,"Skin Diseases, Metabolic",DISEASE,SubClass,C
D012876,"Skin Diseases, Parasitic",DISEASE,SubClass,C
D012877,Skin Manifestations,DISEASE,SubClass,C
D012878,Skin Neoplasms,DISEASE,SubClass,C
D012883,Skin Ulcer,DISEASE,SubClass,C
D012887,Skull Fractures,DISEASE,SubClass,C
D012888,Skull Neoplasms,DISEASE,SubClass,C
D012891,Sleep Apnea Syndromes,DISEASE,SubClass,C
D012892,Sleep Deprivation,DISEASE,Leaf,C
D012893,Sleep Wake Disorders,DISEASE,SubClass,C
D012897,Slow Virus Diseases,DISEASE,SubClass,C
D012899,Smallpox,DISEASE,Leaf,C
D012904,Smiling,DISEASE,Leaf,C
D012907,Smoking,DISEASE,SubClass,C
D012909,Snake Bites,DISEASE,Leaf,C
D012912,Sneezing,DISEASE,Leaf,C
D012913,Snoring,DISEASE,Leaf,C
D012917,Social Adjustment,DISEASE,Leaf,C
D012919,Social Behavior,DISEASE,SubClass,C
D012925,Social Conformity,DISEASE,Leaf,C
D012928,Social Desirability,DISEASE,Leaf,C
D012929,Psychological Distance,DISEASE,Leaf,C
D012930,Social Dominance,DISEASE,SubClass,C
D012932,Social Facilitation,DISEASE,Leaf,C
D012933,Social Identification,DISEASE,Leaf,C
D012934,Social Isolation,DISEASE,SubClass,C
D012941,Social Responsibility,DISEASE,SubClass,C
D012945,Social Values,DISEASE,Leaf,C
D012983,Soft Tissue Neoplasms,DISEASE,SubClass,C
D013001,Somatoform Disorders,DISEASE,SubClass,C
D013005,Somatostatinoma,DISEASE,Leaf,C
D013009,Somnambulism,DISEASE,Leaf,C
D013031,Sparganosis,DISEASE,Leaf,C
D013035,Spasm,DISEASE,SubClass,C
D013036,"Spasms, Infantile",DISEASE,Leaf,C
D013037,Spatial Behavior,DISEASE,SubClass,C
D013060,Speech,DISEASE,SubClass,C
D013064,Speech Disorders,DISEASE,SubClass,C
D013065,Speech Intelligibility,DISEASE,Leaf,C
D013073,Sperm Agglutination,DISEASE,Leaf,C
D013075,Sperm Capacitation,DISEASE,Leaf,C
D013079,Sperm Maturation,DISEASE,Leaf,C
D013083,Sperm Transport,DISEASE,Leaf,C
D013084,Sperm-Ovum Interactions,DISEASE,SubClass,C
D013086,Spermatic Cord Torsion,DISEASE,Leaf,C
D013088,Spermatocele,DISEASE,Leaf,C
D013091,Spermatogenesis,DISEASE,SubClass,C
D013103,"Spherocytosis, Hereditary",DISEASE,Leaf,C
D013106,Sphingolipidoses,DISEASE,SubClass,C
D013117,Spinal Cord Compression,DISEASE,Leaf,C
D013118,Spinal Cord Diseases,DISEASE,SubClass,C
D013119,Spinal Cord Injuries,DISEASE,SubClass,C
D013120,Spinal Cord Neoplasms,DISEASE,SubClass,C
D013121,Spinal Curvatures,DISEASE,SubClass,C
D013122,Spinal Diseases,DISEASE,SubClass,C
D013124,Spinal Injuries,DISEASE,SubClass,C
D013125,Spinal Neoplasms,DISEASE,Leaf,C
D013128,Spinal Osteophytosis,DISEASE,SubClass,C
D013130,Spinal Stenosis,DISEASE,Leaf,C
D013132,Spinocerebellar Degenerations,DISEASE,SubClass,C
D013145,Spirochaetales Infections,DISEASE,SubClass,C
D013158,Splenic Diseases,DISEASE,SubClass,C
D013159,Splenic Infarction,DISEASE,Leaf,C
D013160,Splenic Neoplasms,DISEASE,Leaf,C
D013161,Splenic Rupture,DISEASE,SubClass,C
D013163,Splenomegaly,DISEASE,Leaf,C
D013166,Spondylitis,DISEASE,SubClass,C
D013167,"Spondylitis, Ankylosing",DISEASE,Leaf,C
D013168,Spondylolisthesis,DISEASE,Leaf,C
D013169,Spondylolysis,DISEASE,SubClass,C
D013174,Sporotrichosis,DISEASE,Leaf,C
D013180,Sprains and Strains,DISEASE,SubClass,C
D013182,"Sprue, Tropical",DISEASE,Leaf,C
D013202,Staphylococcal Food Poisoning,DISEASE,Leaf,C
D013203,Staphylococcal Infections,DISEASE,SubClass,C
D013206,Staphylococcal Scalded Skin Syndrome,DISEASE,Leaf,C
D013207,Staphylococcal Skin Infections,DISEASE,SubClass,C
D013217,Starvation,DISEASE,Leaf,C
D013224,Status Asthmaticus,DISEASE,Leaf,C
D013226,Status Epilepticus,DISEASE,SubClass,C
D013231,Steatitis,DISEASE,Leaf,C
D013239,Stereotyped Behavior,DISEASE,Leaf,C
D013240,Stereotyping,DISEASE,Leaf,C
D013262,Stevens-Johnson Syndrome,DISEASE,Leaf,C
D013271,Gastric Dilatation,DISEASE,Leaf,C
D013272,Stomach Diseases,DISEASE,SubClass,C
D013273,"Diverticulum, Stomach",DISEASE,Leaf,C
D013274,Stomach Neoplasms,DISEASE,Leaf,C
D013275,Stomach Rupture,DISEASE,Leaf,C
D013276,Stomach Ulcer,DISEASE,Leaf,C
D013277,Stomach Volvulus,DISEASE,Leaf,C
D013280,Stomatitis,DISEASE,SubClass,C
D013281,"Stomatitis, Aphthous",DISEASE,Leaf,C
D013282,"Stomatitis, Denture",DISEASE,Leaf,C
D013283,"Stomatitis, Herpetic",DISEASE,Leaf,C
D013285,Strabismus,DISEASE,SubClass,C
D013290,Streptococcal Infections,DISEASE,SubClass,C
D013313,"Stress Disorders, Post-Traumatic",DISEASE,Leaf,C
D013315,"Stress, Psychological",DISEASE,SubClass,C
D013319,"Strongyle Infections, Equine",DISEASE,Leaf,C
D013322,Strongyloidiasis,DISEASE,Leaf,C
D013330,Struma Ovarii,DISEASE,Leaf,C
D013341,Sturge-Weber Syndrome,DISEASE,Leaf,C
D013342,Stuttering,DISEASE,Leaf,C
D013344,Subacute Sclerosing Panencephalitis,DISEASE,Leaf,C
D013345,Subarachnoid Hemorrhage,DISEASE,SubClass,C
D013349,Subclavian Steal Syndrome,DISEASE,Leaf,C
D013352,Subcutaneous Emphysema,DISEASE,SubClass,C
D013353,Subdural Effusion,DISEASE,Leaf,C
D013354,"Empyema, Subdural",DISEASE,Leaf,C
D013359,"Sublimation, Psychological",DISEASE,Leaf,C
D013362,Sublingual Gland Neoplasms,DISEASE,Leaf,C
D013364,Submandibular Gland Diseases,DISEASE,SubClass,C
D013365,Submandibular Gland Neoplasms,DISEASE,Leaf,C
D013369,Subphrenic Abscess,DISEASE,Leaf,C
D013375,Substance Withdrawal Syndrome,DISEASE,SubClass,C
D013391,Sucking Behavior,DISEASE,Leaf,C
D013398,Sudden Infant Death,DISEASE,Leaf,C
D013405,Suicide,DISEASE,SubClass,C
D013406,"Suicide, Attempted",DISEASE,Leaf,C
D013436,Sulfhemoglobinemia,DISEASE,Leaf,C
D013471,Sunburn,DISEASE,Leaf,C
D013474,Sunstroke,DISEASE,Leaf,C
D013475,Superego,DISEASE,Leaf,C
D013476,Superfetation,DISEASE,Leaf,C
D013478,Superior Mesenteric Artery Syndrome,DISEASE,Leaf,C
D013479,Superior Vena Cava Syndrome,DISEASE,Leaf,C
D013480,Superovulation,DISEASE,Leaf,C
D013492,Suppuration,DISEASE,SubClass,C
D013494,"Supranuclear Palsy, Progressive",DISEASE,Leaf,C
D013529,Surgical Wound Dehiscence,DISEASE,Leaf,C
D013530,Surgical Wound Infection,DISEASE,Leaf,C
D013533,Surrogate Mothers,DISEASE,Leaf,C
D013540,Swayback,DISEASE,Leaf,C
D013543,Sweat Gland Diseases,DISEASE,SubClass,C
D013544,Sweat Gland Neoplasms,DISEASE,Leaf,C
D013547,"Sweating, Gustatory",DISEASE,Leaf,C
D013553,Swine Diseases,DISEASE,SubClass,C
D013554,Swine Erysipelas,DISEASE,Leaf,C
D013555,Swine Vesicular Disease,DISEASE,Leaf,C
D013568,"Pathological Conditions, Signs and Symptoms",DISEASE,SubClass,C
D013575,Syncope,DISEASE,SubClass,C
D013576,Syndactyly,DISEASE,SubClass,C
D013577,Syndrome,DISEASE,Leaf,C
D013580,Synostosis,DISEASE,SubClass,C
D013581,Synovial Cyst,DISEASE,SubClass,C
D013584,"Sarcoma, Synovial",DISEASE,Leaf,C
D013585,Synovitis,DISEASE,SubClass,C
D013586,"Synovitis, Pigmented Villonodular",DISEASE,Leaf,C
D013587,Syphilis,DISEASE,SubClass,C
D013589,"Syphilis, Cardiovascular",DISEASE,Leaf,C
D013590,"Syphilis, Congenital",DISEASE,Leaf,C
D013591,"Syphilis, Cutaneous",DISEASE,Leaf,C
D013592,"Syphilis, Latent",DISEASE,Leaf,C
D013595,Syringomyelia,DISEASE,Leaf,C
D013606,Tabes Dorsalis,DISEASE,Leaf,C
D013610,Tachycardia,DISEASE,SubClass,C
D013611,"Tachycardia, Atrioventricular Nodal Reentry",DISEASE,Leaf,C
D013612,"Tachycardia, Ectopic Atrial",DISEASE,Leaf,C
D013613,"Tachycardia, Ectopic Junctional",DISEASE,Leaf,C
D013614,"Tachycardia, Paroxysmal",DISEASE,Leaf,C
D013615,"Tachycardia, Sinoatrial Nodal Reentry",DISEASE,Leaf,C
D013616,"Tachycardia, Sinus",DISEASE,Leaf,C
D013617,"Tachycardia, Supraventricular",DISEASE,SubClass,C
D013618,Tachyphylaxis,DISEASE,Leaf,C
D013622,Taeniasis,DISEASE,SubClass,C
D013625,Takayasu Arteritis,DISEASE,Leaf,C
D013631,Tangier Disease,DISEASE,Leaf,C
D013641,Tarsal Tunnel Syndrome,DISEASE,Leaf,C
D013651,Taste Disorders,DISEASE,SubClass,C
D013661,Tay-Sachs Disease,DISEASE,Leaf,C
D013683,"Telangiectasia, Hereditary Hemorrhagic",DISEASE,Leaf,C
D013684,Telangiectasis,DISEASE,SubClass,C
D013694,Temperament,DISEASE,Leaf,C
D013695,Temperance,DISEASE,Leaf,C
D013700,Giant Cell Arteritis,DISEASE,Leaf,C
D013705,Temporomandibular Joint Disorders,DISEASE,SubClass,C
D013706,Temporomandibular Joint Dysfunction Syndrome,DISEASE,Leaf,C
D013708,Tendon Injuries,DISEASE,SubClass,C
D013716,Tennis Elbow,DISEASE,Leaf,C
D013717,Tenosynovitis,DISEASE,Leaf,C
D013724,Teratoma,DISEASE,SubClass,C
D013731,Territoriality,DISEASE,Leaf,C
D013733,Testicular Diseases,DISEASE,SubClass,C
D013734,Androgen-Insensitivity Syndrome,DISEASE,Leaf,C
D013736,Testicular Neoplasms,DISEASE,SubClass,C
D013742,Tetanus,DISEASE,Leaf,C
D013746,Tetany,DISEASE,Leaf,C
D013771,Tetralogy of Fallot,DISEASE,Leaf,C
D013786,Thalamic Diseases,DISEASE,Leaf,C
D013789,Thalassemia,DISEASE,SubClass,C
D013796,Thanatophoric Dysplasia,DISEASE,Leaf,C
D013798,Thecoma,DISEASE,Leaf,C
D013801,Theileriasis,DISEASE,Leaf,C
D013832,Thiamine Deficiency,DISEASE,SubClass,C
D013851,Thinness,DISEASE,Leaf,C
D013894,Thirst,DISEASE,Leaf,C
D013896,Thoracic Diseases,DISEASE,SubClass,C
D013898,Thoracic Injuries,DISEASE,SubClass,C
D013899,Thoracic Neoplasms,DISEASE,SubClass,C
D013901,Thoracic Outlet Syndrome,DISEASE,SubClass,C
D013915,Thrombasthenia,DISEASE,Leaf,C
D013919,Thromboangiitis Obliterans,DISEASE,Leaf,C
D013920,"Thrombocythemia, Essential",DISEASE,Leaf,C
D013921,Thrombocytopenia,DISEASE,SubClass,C
D013922,Thrombocytosis,DISEASE,SubClass,C
D013923,Thromboembolism,DISEASE,SubClass,C
D013924,Thrombophlebitis,DISEASE,SubClass,C
D013927,Thrombosis,DISEASE,SubClass,C
D013945,Thymoma,DISEASE,Leaf,C
D013952,Thymus Hyperplasia,DISEASE,Leaf,C
D013953,Thymus Neoplasms,DISEASE,SubClass,C
D013955,Thyroglossal Cyst,DISEASE,Leaf,C
D013958,Thyroid Crisis,DISEASE,Leaf,C
D013959,Thyroid Diseases,DISEASE,SubClass,C
D013964,Thyroid Neoplasms,DISEASE,SubClass,C
D013966,Thyroiditis,DISEASE,SubClass,C
D013967,"Thyroiditis, Autoimmune",DISEASE,SubClass,C
D013968,"Thyroiditis, Subacute",DISEASE,Leaf,C
D013969,"Thyroiditis, Suppurative",DISEASE,Leaf,C
D013971,Thyrotoxicosis,DISEASE,SubClass,C
D013978,Tibial Fractures,DISEASE,Leaf,C
D013981,Tic Disorders,DISEASE,SubClass,C
D013984,Tick Infestations,DISEASE,Leaf,C
